,abstract,pmid,pubdate,title
294,"OBJECTIVE
We recently developed soft neural interfaces enabling the delivery of electrical and chemical stimulation to the spinal cord. These stimulations restored locomotion in animal models of paralysis. Soft interfaces can be placed either below or above the dura mater. Theoretically, the subdural location combines many advantages, including increased selectivity of electrical stimulation, lower stimulation thresholds, and targeted chemical stimulation through local drug delivery. However, these advantages have not been documented, nor have their functional impact been studied in silico or in a relevant animal model of neurological disorders using a multimodal neural interface.


APPROACH
We characterized the recruitment properties of subdural interfaces using a realistic computational model of the rat spinal cord that included explicit representation of the spinal roots. We then validated and complemented computer simulations with electrophysiological experiments in rats. We additionally performed behavioral experiments in rats that received a lateral spinal cord hemisection and were implanted with a soft interface.


MAIN RESULTS
In silico and in vivo experiments showed that the subdural location decreased stimulation thresholds compared to the epidural location while retaining high specificity. This feature reduces power consumption and risks of long-term damage in the tissues, thus increasing the clinical safety profile of this approach. The hemisection induced a transient paralysis of the leg ipsilateral to the injury. During this period, the delivery of electrical stimulation restricted to the injured side combined with local chemical modulation enabled coordinated locomotor movements of the paralyzed leg without affecting the non-impaired leg in all tested rats. Electrode properties remained stable over time, while anatomical examinations revealed excellent bio-integration properties.


SIGNIFICANCE
Soft neural interfaces inserted subdurally provide the opportunity to deliver electrical and chemical neuromodulation therapies using a single, bio-compatible and mechanically compliant device that effectively alleviates locomotor deficits after spinal cord injury.",29339580,2018,Advantages of soft subdural implants for the delivery of electrochemical neuromodulation therapies to the spinal cord.
295,"Carcinoma cells frequently expand and invade from a confined lesion, or multicellular clusters, into and through the stroma on the path to metastasis, often with an efficiency dictated by the architecture and composition of the microenvironment. Specifically, in desmoplastic carcinomas such as those of the breast, aligned collagen tracks provide contact guidance cues for directed cancer cell invasion. Yet, the evolving dynamics of this process of invasion remains poorly understood, in part due to difficulties in continuously capturing both spatial and temporal heterogeneity and progression to invasion in experimental systems. Therefore, to study the local invasion process from cell dense clusters into aligned collagen architectures found in solid tumors, we developed a novel engineered 3D invasion platform that integrates an aligned collagen matrix with a cell dense tumor-like plug. Using multiphoton microscopy and quantitative analysis of cell motility, we track the invasion of cancer cells from cell-dense bulk clusters into the pre-aligned 3D matrix, and define the temporal evolution of the advancing invasion fronts over several days. This enables us to identify and probe cell dynamics in key regions of interest: behind, at, and beyond the edge of the invading lesion at distinct time points. Analysis of single cell migration identifies significant spatial heterogeneity in migration behavior between cells in the highly cell-dense region behind the leading edge of the invasion front and cells at and beyond the leading edge. Moreover, temporal variations in motility and directionality are also observed between cells within the cell-dense tumor-like plug and the leading invasive edge as its boundary extends into the anisotropic collagen over time. Furthermore, experimental results combined with mathematical modeling demonstrate that in addition to contact guidance, physical crowding of cells is a key regulating factor orchestrating variability in single cell migration during invasion into anisotropic ECM. Thus, our novel platform enables us to capture spatio-temporal dynamics of cell behavior behind, at, and beyond the invasive front and reveals heterogeneous, local interactions that lead to the emergence and maintenance of the advancing front.",29340409,2018,Dynamics of 3D carcinoma cell invasion into aligned collagen.
296,"American Indian and Alaska Native (AIAN) youth are characterized by high rates of pregnancy and risky sexual behavior. Reaching these youth with culturally appropriate interventions is difficult due to geographic dispersion and cultural isolation. Online interventions can provide opportunities for reaching and engaging AIAN youth. However, electronic interventions are also impersonal and this can be culturally incongruous for AIANs and other populations for whom traditional ceremonies, practices and patterns of interpersonal communication are central. This paper describes the application of community based participatory research methods to: (1) identify concerns about the exclusive use of an online sexual health program; (2) address community concerns by developing supplemental class lessons, and (3) evaluate the feasibility and acceptability of the new hybrid intervention. Data derives from qualitative and quantitative sources. During the formative phase of the project, qualitative data from partner interactions was analyzed with participatory inquiry to inform intervention development. To evaluate the intervention, qualitative data (e.g., interviews, surveys) were used to understand and explain quantitative measures such as implementation fidelity and attendance. Implementers were enthusiastic about the hybrid intervention. The lessons were easy to teach and provided opportunities for meaningful discussions, adaptations, and community involvement. The use of online videos was an effective method for providing training. Working with community partners, we resolved cultural concerns arising from the exclusive use of the Internet by creating a hybrid intervention. The additional burden for staff to deliver the class lessons was considered minimal in comparison to the educational and programmatic benefits of the hybrid intervention. ClinicalTrials.gov identifier NCT01698073.",29344773,2018,Beyond Content: Cultural Perspectives on Using the Internet to Deliver a Sexual Health Intervention to American Indian Youth.
297,"The relationship between recovery and fatigue and its impact on performance has attracted the interest of sport science for many years. An adequate balance between stress (training and competition load, other life demands) and recovery is essential for athletes to achieve continuous high-level performance. Research has focused on the examination of physiological and psychological recovery strategies to compensate external and internal training and competition loads. A systematic monitoring of recovery and the subsequent implementation of recovery routines aims at maximizing performance and preventing negative developments such as underrecovery, nonfunctional overreaching, the overtraining syndrome, injuries, or illnesses. Due to the inter- and intraindividual variability of responses to training, competition, and recovery strategies, a diverse set of expertise is required to address the multifaceted phenomena of recovery, performance, and their interactions to transfer knowledge from sport science to sport practice. For this purpose, a symposium on Recovery and Performance was organized at the Technical University Munich Science and Study Center Raitenhaslach (Germany) in September 2016. Various international experts from many disciplines and research areas gathered to discuss and share their knowledge of recovery for performance enhancement in a variety of settings. The results of this meeting are outlined in this consensus statement that provides central definitions, theoretical frameworks, and practical implications as a synopsis of the current knowledge of recovery and performance. While our understanding of the complex relationship between recovery and performance has significantly increased through research, some important issues for future investigations are also elaborated.",29345524,2018,Recovery and Performance in Sport: Consensus Statement.
298,"BACKGROUND
Athletes experience various situations and conditions that can interfere with their sleep, which is crucial for optimal psychological and physiological recovery as well as subsequent performance. Conventional sleep screening and intervention approaches may not be efficacious for athletes given their lifestyle, the demands of training and travel associated with interstate/international competition.


OBJECTIVES
The present systematic review aimed to summarize and evaluate sleep intervention studies targeting subsequent performance and recovery in competitive athletes. Based on the findings, a secondary aim was to outline a possible sleep intervention for athletes, including recommendations for content, mode of delivery and evaluation.


METHODS
A systematic review was conducted based on the PRISMA guidelines in May 2016 with an update completed in September 2017. Ten studies met our inclusion criteria comprising a total of 218 participants in the age range of 18-24 years with athletes from various sports (e.g., swimming, soccer, basketball, tennis). A modified version of the quality assessment scale developed by Abernethy and Bleakley was used to evaluate the quality of the studies.


RESULTS
The included studies implemented several sleep interventions, including sleep extension and napping, sleep hygiene, and post-exercise recovery strategies. Evidence suggests that sleep extension had the most beneficial effects on subsequent performance. Consistent with previous research, these results suggest that sleep plays an important role in some, but not all, aspects of athletes' performance and recovery.


CONCLUSION
Future researchers should aim to conduct sleep interventions among different athlete populations, compare results, and further establish guidelines and intervention tools for athletes to address their specific sleep demands and disturbances.",29352373,2018,Sleep Interventions Designed to Improve Athletic Performance and Recovery: A Systematic Review of Current Approaches.
299,"OBJECTIVE
To investigate the views of a range of hospital based health professionals and health care staff involved in the management of stillbirth.


STUDY DESIGN
A qualitative pilot study informed by grounded theory conducted in three hospital trusts in the North East of England. In total, 21 consultant obstetricians, 3 trainees (including 1 senior trainee), 29 midwives, 3 midwife sonographers and 4 chaplains took part in six focus groups and two semi-structured interviews.


RESULTS
Two different approaches in stillbirth management could be detected in our study. One approach emphasised the existing evidence-base and patient directed choice whilst the other emphasised tradition and profession-directed care. These differences were particularly apparent in choices over mode of delivery, and the location of women as well as the time interval between diagnosis of an IUD and delivery. The existence of these two approaches was underscored by a lack of high quality evidence.


CONCLUSION
Robust, high quality evidence is needed regarding the longer term psychological and emotional sequelae of different modes of delivery and varying time intervals and locations of women between diagnosis and delivery in stillbirth. If the competing discourses demonstrated here are found elsewhere then such need to be considered in any future policy development, evidence implementation and training programmes.",29353132,2018,Supporting parents through stillbirth: A qualitative study exploring the views of health professionals and health care staff in three hospitals in England.
300,"INTRODUCTION
The WHO and the HCSP recognize the Zika virus as a public health problem of international concern primarily because of the foetal risks. During the epidemic in Martinique, several modifications to the normal obstetrical follow-up were set up and information had to be delivered to pregnant women about these modifications, the attitudes to prevent infection and the signs motivating additional visits. The objective of our work was to evaluate the knowledge, attitudes and practices of pregnant women in Martinique about the risks associated with Zika infection during pregnancy in the immediate aftermath of the epidemic.


MATERIALS AND METHODS
A descriptive cross-sectional survey was conducted from February to May 2017. It took place through an anonymous and standardized face-to-face questionnaire. The questions dealt with the pregnant women general knowledge about the virus, information disseminated by media on this subject, the potential risks, the protective measures taken and the monitoring throughout the pregnancy in case of infection.


RESULTS
The total sample consisted of 297 pregnant women. Despite a weak adherence to individual and domestic protection recommendations, we found a good level of knowledge about Zika virus from pregnant women in Martinique. The fetal risk in case of maternal infection was known for 96.6% of those surveyed, individual protective measures were followed by 64.6% of women, 77.0% knew where to go in case of suspected infection, and 79.4% reported that the modifications in follow-up mainly concerned ultrasound monitoring.


CONCLUSION
The awareness campaign on zika virus had a significant impact on population's knowledge and main practical information was correctly captured. The information did not spill excessive fear. Nevertheless, modification of individual behavior appeared harder to obtain.",29353134,2018,"Knowledge, attitudes and practices of pregnant women in Martinique in the immediate aftermath of the Zika virus outbreak."
301,"Extracellular matrix (ECM) serves as a reservoir for biologically active factors, such as growth factors and proteases that influence the tumor cell behavior. ADAMTS-1 (a disintegrin and metalloprotease with thrombospondin motifs) is a secreted protease that has the ability to modify the ECM during physiological and pathological processes. Here, we analyzed the role played by ADAMTS-1 regulating HGF and TGF-β1 activities in the high-grade fibrosarcoma cell line (HT1080). We generated HT1080 and HEK293T cells overexpressing ADAMTS-1. HT1080 cells overexpressing ADAMTS-1 (HT1080-MPA) exhibited a significant decrease in cell proliferation and migration velocity, both in presence of HGF. We obtained similar results with ADAMTS-1-enriched conditioned medium from other cell type. However, ADAMTS-1 overexpression failed to affect TGF-β1 activity associated with HT1080 cell proliferation and migration velocity. Immunoblotting showed that ADAMTS-1 overexpression disturbs c-Met activation upon HGF stimulation. Downstream ERK1/2 and FAK signaling pathways are also influenced by this protease. Additionally, ADAMTS-1 decreased the size of the fibrosarcospheres, both under normal conditions and in the presence of HGF. Likewise, in presence of HGF, ADAMTS-1 overexpression in HT1080 disrupted microtumors formation in vivo. These microtumors, including individual cells, presented characteristics of non-invasive lesions (rounded morphology). Our results suggest that ADAMTS-1 is involved in regulating HGF-related functions on fibrosarcoma cells. This protease may then represent an endogenous mechanism in controlling the bioavailability of different growth factors that have a direct influence on tumor cell behavior.",29355494,2018,ADAMTS-1 disrupts HGF/c-MET signaling and HGF-stimulated cellular processes in fibrosarcoma.
302,"Alpha-synuclein plays a key role in the pathogenesis of Parkinson's disease (PD). A robust transgenic mouse model has been generated that overexpresses the mutant human A53T alpha-synuclein under the mouse prion protein gene promoter; these mice develop age-dependent motor deficits. Recently, compared to wild-type (WT) littermates, A53T alpha-synuclein mice were reported to display non-motor symptom deficits, e.g., anxiety-like and depressive-like behaviors, odor discrimination and detection impairments, and gastrointestinal dysfunction, at 6 months of age or older. However, the differences between heterozygous and homozygous mice in terms of non-motor symptoms and whether the genomic DNA levels of alpha-synuclein correlate with the symptoms have not yet been elucidated. In the present work, we used littermate WT and heterozygous and homozygous A53T mice that were characterized by a modified genotyping protocol and observed a unilateral decline in the dopamine transporter (DAT) distribution from 3 months to 12 months of age in homozygous mice. We evaluated non-motor symptoms by measuring colon motility, anxiety-like and depressive-like behaviors, and motor coordination. The results showed that homozygous A53T mice exhibited earlier abnormal non-motor symptoms compared to their heterozygous littermates. The severity of impaired colon motility as well as anxiety-like and depressive-like behaviors were correlated with the genomic DNA levels of A53T mutant alpha-synuclein. More noticeable, motor coordination aberrances were also observed in homozygous A53T mice. This study provides direct evidence that the genomic DNA levels of mutant alpha-synuclein correlate with non-motor symptoms in an A53T mouse model, indicating that the genomic DNA levels of mutant alpha-synuclein should be tightly manipulated in PD model studies.",29355568,2018,Genomic DNA levels of mutant alpha-synuclein correlate with non-motor symptoms in an A53T Parkinson's disease mouse model.
303,"OBJECTIVE
Acrolein, a highly reactive unsaturated aldehyde, is a ubiquitous environmental pollutant and oxidative damage induced by acrolein is hypothesized to involve in the etiology of Alzheimer's disease (AD). Calorie restriction (CR) is the only non-genetic intervention that has consistently been verified to retard aging by ameliorating oxidative stress. Therefore, we investigated the effects of CR on acrolein-induced neurotoxicity in Sprague-Dawley (SD) rats.


METHODS
A total of 45 weaned and specific-pathogen-free SD rats (male, weighing 180-220 g) were gavage-fed with acrolein (2.5 mg/kg/day) and fed ab libitum of 10 g/day or 7 g/day (representing 30% CR regimen), or gavage-fed with same volume of tap water and fed al libitum as vehicle control for 12 weeks. After behavioral test conducted by Morris Water Maze, SD rats were sacrificed and brain tissues were prepared for histochemical evaluation and Western blotting to detect alterations in oxidative stress, BDNF/TrkB pathway and key enzymes involved in amyloid precursor protein (APP) metabolism.


RESULTS
Treatment with 30% CR in SD rats significantly attenuated acrolein-induced cognitive impairment. Oxidative damage including deletion of glutathione and superoxide dismutase and sharp rise in malondialdehyde were notably improved by 30% CR. Further study suggested that 30% CR showed protective effects against acrolein by modulating BDNF/TrkB signaling pathways. Moreover, 30% CR restored acrolein-induced changes of APP, β-secretase, α-secretase and receptor for advanced glycation end products.


CONCLUSION
These findings suggest that CR may provide a promising approach for the treatment of AD, targeting acrolein.",29355571,2018,Caloric restriction ameliorates acrolein-induced neurotoxicity in rats.
304,"Ritonavir (RTV) is a weakly basic drug with a pH-dependent solubility. In vitro characterization of dissolution and supersaturation behaviors of three PEG-8000 based amorphous solid dispersions (ASD) and a physical blend (PB) with crystalline drug were performed in the biomimetic media (e.g., FaSSGF, FaSSIF, FaSSIF-V2). A two-stage dissolution test and a biphasic dissolution-partition test at the small scale (referred as to biphasic test) were employed with intention to examine the in vitro and in vivo relationship (IVIVR) with retrospective PK data in dog model. The two-stage dissolution test revealed a high degree of supersaturation of RTV from these ASDs accompanied by the occurrence of liquid-liquid phase separation (LLPS) in the biomimetic media. A rapid decrease of apparent RTV concentrations of these ASDs was associated with significant precipitation upon the pH shift of the dissolution medium, revealing the important role of ""the gastric stage"". In comparison, the biphasic test revealed a lower degree of supersaturation of RTV that is attributed to removal of RTV through partition into octanol, acting as ""the absorption compartment"". These two dissolution tests provide characterization of the supersaturation state with a complex, dynamic interplay among dissolution, precipitation and partition processes. Results of both in vitro dissolution tests are in good agreement with in vivo results in dogs. In addition, three commercial generic RTV drug products were examined by the biphasic test. Agreement was also obtained between the RTV concentrations in octanol at 3 h from these generic drug products and their corresponding relative bioavailability in dogs.",29355594,2018,In vitro characterization of ritonavir formulations and correlation to in vivo performance in dogs.
305,"To better understand the impact of aging, along with other demographic and brain health variables, on the neural networks that support different aspects of cognitive performance, we applied a brute-force search technique based on Principal Components Analysis to derive 4 corresponding spatial covariance patterns (termed Reference Ability Neural Networks -RANNs) from a large sample of participants across the age range. 255 clinically healthy, community-dwelling adults, aged 20-77, underwent fMRI while performing 12 tasks, 3 tasks for each of the following cognitive reference abilities: Episodic Memory, Reasoning, Perceptual Speed, and Vocabulary. The derived RANNs (1) showed selective activation to their specific cognitive domain and (2) correlated with behavioral performance. Quasi out-of-sample replication with Monte-Carlo 5-fold cross validation was built into our approach, and all patterns indicated their corresponding reference ability and predicted performance in held-out data to a degree significantly greater than chance level. RANN-pattern expression for Episodic Memory, Reasoning and Vocabulary were associated selectively with age, while the pattern for Perceptual Speed showed no such age-related influences. For each participant we also looked at residual activity unaccounted for by the RANN-pattern derived for the cognitive reference ability. Higher residual activity was associated with poorer brain-structural health and older age, but -apart from Vocabulary-not with cognitive performance, indicating that older participants with worse brain-structural health might recruit alternative neural resources to maintain performance levels.",29355766,2018,Reference ability neural networks and behavioral performance across the adult life span.
306,"Ras proteins are oncoproteins which play a pivotal role in cellular signaling pathways. All Ras proteins' signaling strongly depends on their correct localization in the cell membrane. Over 30% of cancers are driven by mutant Ras proteins, and KRas4B is the Ras isoform most frequently mutated. C6-ceramide has been shown to inhibit the growth activity of KRas4B mutated cells. However, the mechanism underlying this inhibition remains elusive. Here, we established a heterogeneous model biomembrane containing C6-ceramide. C6-ceramide incorporation does not disrupt the lipid membrane. Addition of KRas4B leads to drastic changes in the lateral membrane organization of the membrane, however. In contrast to the partitioning behavior in other membranes, KRas4B forms small, monodisperse nanoclusters dispersed in a fluid-like environment, in all likelihood induced by some kind of lipid sorting mechanism. Fluorescence cross-correlation data indicate no direct interaction between C6-ceramide and KRas4B, suggesting that KRas4B essentially recruits other lipids. A FRET-based binding assay reveals that the stability of KRas4B proteins inserted into the membrane containing C6-ceramide is reduced. Based on the combined results obtained, we postulate a molecular mechanism for the inhibition of KRas4B mutated cells' activity through C6-ceramide.",29357287,2018,Interaction of KRas4B protein with C6-ceramide containing lipid model membranes.
307,"Sleep loss is a common problem in modern societies affecting different aspects of individuals' lives. Many studies have reported that sleep deprivation (SD) leads to impairments in various types of learning and memory. Physical exercise has been suggested to attenuate the cognitive impairments induced by sleep deprivation in male rats. Our previous studies have shown that forced exercise by treadmill improved learning and memory impairments following SD. The aim of the current study was to investigate the effects of voluntary exercise by running wheel on cognitive, motor and anxiety-like behavior functions of female rats following 72 h SD. Intact female rats were used in the present study. The multiple platform method was applied for the induction of 72 h SD. The exercise protocol was 4 weeks of running wheel and the cognitive function was evaluated using Morris water maze (MWM), passive avoidance and novel object recognition tests. Open field test and measurement of plasma corticosterone level were performed for evaluation of anxiety-like behaviors. Motor balance evaluation was surveyed by rotarod test. In this study, remarkable learning and long-term memory impairments were observed in sleep deprived rats in comparison to the other groups. Running wheel exercise ameliorated the SD-induced learning and memory impairments. Voluntary and mandatory locomotion and balance situation were not statistically significant among the different groups. Our study confirmed the negative effects of SD on cognitive function and approved protective effects of voluntary exercise on these negative effects.",29360489,2018,Voluntary exercise impact on cognitive impairments in sleep-deprived intact female rats.
308,"Speaking more than one language is associated with neurocognitive benefits in seniors (Alladi et al. 2013). Few studies however have tested this hypothesis directly by comparing bilingual seniors who vary in chronological age. We report a Voxel-Based Morphometry (VBM) study showing cumulative effects of age on grey matter volume (GMV) in brain structures that are involved in cognitive control in bilingual seniors and found no differences in RT or accuracy between bilingual and monolingual seniors on a behavioral test of cognitive control called the Attentional Network Task (ANT), and no differences in GMV for selected ROIs between groups. However, chronological age predicted the size of interference and conflict effects for monolingual speakers only. We also observed a more widespread pattern of bilateral aging-effcts in brain regions that are classically associated with aging in monolingual speakers compared to bilingual speakers. Notably, GMV in the dorsal anterior cingulate cortex (dACC) and the level of daily exposure to a second language (L2) independently predict performance on the ANT in bilingual speakers. We conclude that regular (daily) bilingual experience mitigates the typical effects of aging on cognitive control at the behavioral and the neural level.",29360516,2018,Bilingualism and healthy aging: Aging effects and neural maintenance.
309,"In the current study, we investigated the effects of short-term visual deprivation (2 h) on a haptic recognition memory task with familiar objects. Behavioral data, as well as event-related potentials (ERPs) and induced event-related oscillations (EROs) were analyzed. At the behavioral level, deprived participants showed speeded reaction times to new stimuli. Analyses of ERPs indicated that starting from 1000 ms the recognition of old objects elicited enhanced positive amplitudes only for the visually deprived group. Visual deprivation also influenced EROs. In this sense, we observed reduced power in the lower-1 alpha band for the processing of new compared to old stimuli between 500 and 750 ms. Overall, our data showed improved haptic recognition memory after a short period of visual deprivation. These effects were thought to reflect a compensatory mechanism that might have developed as an adaptive strategy for dealing with the environment when visual information is not available.",29360562,2018,Haptic recognition memory following short-term visual deprivation: Behavioral and neural correlates from ERPs and alpha band oscillations.
310,"Although tissue engineering has been attracted greatly for healing of critical-sized bone defects, great efforts for improvement are still being made in scaffold design. In particular, bone regeneration would be enhanced if a scaffold precisely matches the contour of bone defects, especially if it could be implanted into the human body conveniently and safely. In this study, polyurethane/hydroxyapatite-based shape memory polymer (SMP) foam was fabricated as a scaffold substrate to facilitate bone regeneration. The minimally invasive delivery and the self-fitting behavior of the SMP foam were systematically evaluated to demonstrate its feasibility in the treatment of bone defects in vivo. Results showed that the SMP foam could be conveniently implanted into bone defects with a compact shape. Subsequently, it self-matched the boundary of bone defects upon shape-recovery activation in vivo. Micro-computed tomography determined that bone ingrowth initiated at the periphery of the SMP foam with a constant decrease towards the inside. Successful vascularization and bone remodeling were also demonstrated by histological analysis. Thus, our results indicate that the SMP foam demonstrated great potential for bone regeneration.",29360569,2018,Self-fitting shape memory polymer foam inducing bone regeneration: A rabbit femoral defect study.
311,"OBJECTIVE
We present a theory and computational methods to incorporate transverse polarization of neuronal membranes into the cable equation to account for the secondary electric field generated by the membrane in response to transverse electric fields. The effect of transverse polarization on nonlinear neuronal activation thresholds is quantified and discussed in the context of previous studies using linear membrane models.


APPROACH
The response of neuronal membranes to applied electric fields is derived under two time scales and a unified solution of transverse polarization is given for spherical and cylindrical cell geometries. The solution is incorporated into the cable equation re-derived using an asymptotic model that separates the longitudinal and transverse dimensions. Two numerical methods are proposed to implement the modified cable equation. Several common neural stimulation scenarios are tested using two nonlinear membrane models to compare thresholds of the conventional and modified cable equations.


MAIN RESULTS
The implementations of the modified cable equation incorporating transverse polarization are validated against previous results in the literature. The test cases show that transverse polarization has limited effect on activation thresholds. The transverse field only affects thresholds of unmyelinated axons for short pulses and in low-gradient field distributions, whereas myelinated axons are mostly unaffected.


SIGNIFICANCE
The modified cable equation captures the membrane's behavior on different time scales and models more accurately the coupling between electric fields and neurons. It addresses the limitations of the conventional cable equation and allows sound theoretical interpretations. The implementation provides simple methods that are compatible with current simulation approaches to study the effect of transverse polarization on nonlinear membranes. The minimal influence by transverse polarization on axonal activation thresholds for the nonlinear membrane models indicates that predictions of stronger effects in linear membrane models with a fixed activation threshold are inaccurate. Thus, the conventional cable equation works well for most neuroengineering applications, and the presented modeling approach is well suited to address the exceptions.",29363622,2018,Modified cable equation incorporating transverse polarization of neuronal membranes for accurate coupling of electric fields.
312,"Cardiolipin in eukaryotes is found in the mitochondrial inner membrane, where it interacts with membrane proteins and, although not essential, is necessary for the optimal activity of a number of proteins. One of them is the mitochondrial ADP/ATP carrier, which imports ADP into the mitochondrion and exports ATP. In the crystal structures, cardiolipin is bound to three equivalent sites of the ADP/ATP carrier, but its role is unresolved. Conservation of residues at these cardiolipin binding sites across other members of the mitochondrial carrier superfamily indicates cardiolipin binding is likely to be important for the function of all mitochondrial carriers. Multiscale simulations were performed in a cardiolipin-containing membrane to investigate the dynamics of cardiolipin around the yeast and bovine ADP/ATP carriers in a lipid bilayer and the properties of the cardiolipin-binding sites. In coarse-grain simulations, cardiolipin molecules bound to the carriers for longer periods of time than phosphatidylcholine and phosphatidylethanolamine lipids-with timescales in the tens of microseconds. Three long-lived cardiolipin binding sites overlapped with those in the crystal structures of the carriers. Other shorter-lived cardiolipin interaction sites were identified in both membrane leaflets. However, the timescales of the interactions were of the same order as phosphatidylcholine and phosphatidylethanolamine, suggesting that these sites are not specific for cardiolipin binding. The calculation of lipid binding times and the overlap of the cardiolipin binding sites between the structures and simulations demonstrate the potential of multiscale simulations to investigate the dynamics and behavior of lipids interacting with membrane proteins.",29366674,2018,Cardiolipin dynamics and binding to conserved residues in the mitochondrial ADP/ATP carrier.
313,"Human behavior and cognition result from a complex pattern of interactions between brain regions. The flexible reconfiguration of these patterns enables behavioral adaptation, such as the acquisition of a new motor skill. Yet, the degree to which these reconfigurations depend on the brain's baseline sensorimotor integration is far from understood. Here, we asked whether spontaneous fluctuations in sensorimotor networks at baseline were predictive of individual differences in future learning. We analyzed functional MRI data from 19 participants prior to six weeks of training on a new motor skill. We found that visual-motor connectivity was inversely related to learning rate: sensorimotor autonomy at baseline corresponded to faster learning in the future. Using three additional scans, we found that visual-motor connectivity at baseline is a relatively stable individual trait. These results suggest that individual differences in motor skill learning can be predicted from sensorimotor autonomy at baseline prior to task execution.",29366697,2018,Predicting future learning from baseline network architecture.
314,"The temporal dynamics of waiting are complex. The present study used a video game involving contingencies that produced differential reinforcement of wait times by arranging for the magnitude of the reward to be related to the duration of each inter-response time. In previous research, when outcomes were gradually increasing in value from a minimum to a maximum, two modes of behavior are observed: waiting as little as possible before cashing in (i.e., responding rapidly) or waiting until the maximum is available (i.e., responding slowly). When outcomes were either a smaller sooner or larger later reward, two modes of behavior were again observed which corresponded to choosing either reward immediately after it was available. In the present study, outcome values increased linearly for a period of time, leveled off, increased abruptly, and then increased linearly. This configuration produced three modes of wait times in people - responding immediately, responding immediately after the abrupt increase, and responding when the maximum possible reward was achieved on each trial. Three factors were evaluated as possible causes of each behavioral mode, a desire for immediacy or action, the trade-off between molecular and molar maximization, and ease of responding.",29366751,2018,The temporal dynamics of waiting when reward is increasing.
315,"BACKGROUND
Many children with Autism Spectrum Disorder (ASD) are school-aged and typically carry a backpack. It is important to understand how this task affects walking. Weighted vests (WVs) often prescribed to mitigate behavioral effects of ASD. The effects of backpack and WV walking have not been examined in children with ASD.


AIMS
To quantify differences in lower extremity mechanics in children with ASD during WV and backpack walking.


METHODS
Eight male participants completed 15 trials in three conditions: body mass, and carrying or wearing a backpack or WV with 15% added body mass. Three-dimensional kinematic data were collected and normalized to 100% of the gait cycle. The Model Statistic was utilized to test for bilateral asymmetries between the lower extremity joints at all points along the gait cycle.


RESULTS
Analysis revealed similar numbers of significant asymmetries in hip (71.0, 70.4, 60.6), knee (68.4, 71.5, 74.6), and ankle (64.1, 68.9, 68.4) for unloaded, backpack, and WV, respectively.


CONCLUSION
Participants exhibited individualized kinematic symmetry-responses to the loaded conditions compared to the unloaded condition. These findings suggest that 15% body mass backpack or WV does not affect gait symmetry in children with ASD.",29366924,2018,Examination of gait parameters during perturbed over-ground walking in children with autism spectrum disorder.
316,"OBJECTIVE
Attentional bias (AB) may be one mechanism contributing to the development and/or maintenance of disordered eating. AB has traditionally been measured using reaction time in response to a stimulus. Novel methods for AB measurement include eye tracking to measure visual fixation on a stimulus, and electroencephalography to measure brain activation in response to a stimulus. This systematic review summarizes, critiques, and integrates data on AB gathered using the above-mentioned methods in those with binge eating behaviors, including binge eating, loss of control eating, and bulimia nervosa.


METHOD
Literature searches on PubMed and PsycInfo were conducted using combinations of terms related to binge eating and biobehavioral AB paradigms. Studies using AB paradigms with three categories of stimuli were included: food, weight/shape, and threat. For studies reporting means and standard deviations of group bias scores, Hedges' g effect sizes for group differences in AB were calculated.


RESULTS
Fifty articles met inclusion criteria and were reviewed. Individuals who binge eat in the absence of compensatory behaviors show an increased AB to food cues, but few studies have examined such individuals' AB toward weight/shape and threatening stimuli. Individuals with bulimia nervosa consistently show an increased AB to shape/weight cues and socially threatening stimuli, but findings for AB to food cues are mixed.


DISCUSSION
While there are important research gaps, preliminary evidence suggests that the combination of AB to disorder-specific cues (i.e., food and weight/shape) and AB toward threat may be a potent contributor to binge eating. This conclusion underscores previous findings on the interaction between negative affect and AB to disorder-specific cues. Recommendations for future research are provided.",29366932,2018,A systematic review of attentional biases in disorders involving binge eating.
317,"While the effects of nectar robbing on plants are relatively well-studied, its impacts from the perspective of the pollinators of robbed plants is not. Numerous studies do consider the impacts of robbing on pollinator visitation to robbed plants, but rarely do they focus on its scaled-up impacts on individual pollinator behavior. We used radio telemetry to track the spatial and behavioral responses of the territorial hummingbird Aglaeactis cupripennis to experimental nectar robbing over a period of several days. Simulated nectar robbing impacted foraging behavior by increasing territory area, distance flown, and reliance on novel food resources, especially small-bodied flying insects. We did not observe any impact on the amount of time individuals spent foraging, nor did we observe territory abandonment. These findings indicate that nectar robbing may impose a significant energetic cost on pollinators via increased flight distances and shifts towards potentially less profitable food resources, and demonstrate the importance of quantifying the indirect effects of nectar robbing on pollinators in addition to plants.",29369784,2018,Impacts of nectar robbing on the foraging ecology of a territorial hummingbird.
