,abstract,country,journal,pmid,pubdate,title,psyc
2239,"OBJECTIVE
Using a ""double-pulse"" adaptation paradigm, in which two stimuli are presented in quick succession, this study examines the neural mechanisms underlying potentiation of the visual evoked potential (VEP) in visual snow syndrome.


BACKGROUND
Visual snow is a persistent visual disturbance characterized by rapid flickering dots throughout the visual field. Like the related condition of migraine with aura, visual snow has been hypothesized to arise from abnormal neuronal responsiveness, as demonstrated by a lack of typical VEP habituation to repeated visual stimulation. Yet the exact neural mechanisms underlying this effect remain unclear. Previous ""double-pulse"" experiments suggest that typical VEP habituation reflects disruptive gamma-band (50-70 Hz) neural oscillations, possibly driven by inhibitory interneurons. Given that migraine has been associated with reduced cortical inhibition, we propose here that visual snow may likewise reflect diminished inhibitory activity, resulting in decreased gamma power following initial visual stimulation and concomitant potentiation of the subsequent VEP response.


METHODS
We compared VEP responses to double-pulse adaptation in a 22-year-old man with a 2-year history of visual snow versus a group of age- and gender-matched controls (Nâ€‰=â€‰5). The patient does not have a comorbid diagnosis of episodic migraine or migraine with aura, and controls had no personal or family history of migraine.


RESULTS
In contrast to the pattern of habituation observed in controls, visual snow was associated with persistent potentiation of the VEP response. Consistent with our predictions, time-frequency analysis revealed reduced gamma-band power following the initial stimulus in visual snow relative to controls.


CONCLUSIONS
These results support an antagonistic interplay between gamma power and rapid neural adaptation, shedding new light on the neural mechanisms of VEP potentiation in visual snow.",United States,Headache,29193050,2017,Antagonistic Relationship Between VEP Potentiation and Gamma Power in Visual Snow Syndrome.,y
2240,"BACKGROUND
Recent studies show migraineurs are at an increased risk of developing suicidal behaviors, even after controlling for comorbid depression. However, previous research has not examined the impact of psychiatric mood disorders on suicidal behaviors in migraineurs within a nationally representative sample.


OBJECTIVE
A cross-sectional study was used to investigate the association between migraine and suicidal behaviors and determine whether psychiatric comorbidities modify this association in a nationwide inpatient cohort.


METHODS
We analyzed the Nationwide Inpatient Sample of hospitalizations compiled from USA billing data. Migraine, suicidal behaviors, and psychiatric disorders were identified based on the International Classification of Diseases, 9th Revision, Clinical Modification diagnosis codes from hospitalization discharges (2007-2012). Weighted national estimates were used to estimate odds ratios (OR) and 95% confidence intervals (CI).


RESULTS
156,172,826 hospitalizations were included, of which 1.4% had a migraine diagnosis and 1.6% had a diagnosis of suicidal behavior. Migraineurs had a 2.07-fold increased odds of suicidal behaviors (95%CI: 1.96-2.19) compared with non-migraineurs. We repeated analyses after stratifying by depression, anxiety, or posttraumatic stress disorder (PTSD). Among hospitalizations with depression, migraine was associated with a 20% reduced odds of suicidal behaviors (95%CI: 0.76-0.85). Among hospitalizations without depression, migraine was associated with 2.35-fold increased odds of suicidal behaviors (95%CI: 2.20-2.51). In stratified analyses, we noted that among hospitalizations with anxiety, migraineurs had slightly increased odds of suicidal behaviors (OR: 1.07, 95%CI: 1.02-1.13). Among hospitalizations without anxiety, migraine was associated with a 2.06-fold increased odds of suicidal behaviors (95%CI: 1.94-2.20). Similarly, in analyses stratified by PTSD, migraine was not associated with an increased risk of suicidal behaviors (OR: 1.00, 95%CI: 0.94-1.07) among those with PTSD. However, the odds of suicidal behaviors were increased among hospitalizations without PTSD (OR: 1.95, 95%CI: 1.84-2.08).


CONCLUSION
Chronic conditions that do not affect the current hospitalization may not have been reported. The presence of psychiatric diagnoses influences associations of suicidal behaviors with migraine in a national inpatient sample. Migraineurs with diagnosed comorbid psychiatric disorders may be receiving care that mitigates their risk for suicidal behaviors.",United States,Headache,29193052,2017,Association Between Migraine and Suicidal Behaviors: A Nationwide Study in the USA.,y
2241,"Variation in the shape of the human face and in stature is determined by complex interactions between genetic and environmental influences. One such environmental influence is malnourishment, which can result in growth faltering, usually diagnosed by means of comparing an individual's stature with a set of age-appropriate standards. These standards for stature, however, are typically ascertained in groups where people are at low risk for growth faltering. Moreover, genetic differences among populations with respect to stature are well established, further complicating the generalizability of stature-based diagnostic tools. In a large sample of children aged 5-19 years, we obtained high-resolution genomic data, anthropometric measures and 3D facial images from individuals within and around the city of Mwanza, Tanzania. With genome-wide complex trait analysis, we partitioned genetic and environmental variance for growth outcomes and facial shape. We found that children with growth faltering have faces that look like those of older and taller children, in a direction opposite to the expected allometric trajectory, and in ways predicted by the environmental portion of covariance at the community and individual levels. The environmental variance for facial shape varied subtly but significantly among communities, whereas genetic differences were minimal. These results reveal that facial shape preserves information about exposure to undernourishment, with important implications for refining assessments of nutritional status in children and the developmental-genetics of craniofacial variation alike.",England,Journal of anatomy,29193055,2017,Facial shape manifestations of growth faltering in Tanzanian children.,y
2242,"OBJECTIVE
Posttraumatic growth (PTG) describes positive change resulting from challenging life events. The current study examined factors associated with PTG in traumatically injured patients 1 year postinjury.


METHOD
Participants (NÂ =Â 221) in this prospective cohort study included adults admitted to a Level I trauma center. Over half the participants (60%) were male, with a mean age of 47. Participants completed baseline measures during hospitalization. PTG was assessed at 12-month follow-up.


RESULTS
Greater PTG was associated with minority race/ethnicity, lower income, automotive collision, and premorbid psychological disorder other than depression or posttraumatic stress (PTS). These variables are also known to predict PTS in trauma patients. Analysis confirmed that greater PTS at follow-up was associated with more growth.


CONCLUSION
Participants with the most growth also experienced the most distress. This finding demonstrates the importance of implementing psychological screening and intervention for trauma patients in the acute care setting to reduce PTS and facilitate growth.",United States,Journal of clinical psychology,29193058,2017,Posttraumatic growth in a heterogeneous sample of traumatically injured patients 1 year postinjury.,y
2243,"The adolescent brain is vulnerable to long-lasting cognitive disturbances resulting from nicotine exposure. Although exercise has been used as an intervention for ameliorating cognitive deficits in various disorders, the effect on cognitive changes induced by nicotine exposure and its underlying mechanisms remain unclear. The purpose of this study was to investigate the effects of exercise on nicotine reward-associated cognitive behaviors in adolescent rats subjected to nicotine conditioned place preference paradigm (CPP). Male adolescent rats were trained on the Go/NoGo task, then subjected to nicotine CPP, and then randomly separated into four groups: sedentary (SED) and high- (HE), moderate- (ME) and low-intensity (LE) exercise. Rats in exercise groups performed treadmill running 30 min daily for 10 days. Results showed that MEs had shorter escape latencies in the Morris water maze (MWM) test compared to SEDs. Although time spent and distance swam in the target quadrant significantly increased in both the MEs and HEs, the number of target quadrant crosses increased significantly only in MEs. MEs and HEs showed higher performance accuracy on NoGo and lower scores on CPP tasks. Expression of Î±7 nicotinic acetylcholine receptors (nAChRs) and downstream signaling molecules increased in MEs in prefrontal cortex but not hippocampus, with Î±7 nAChRs expression positively associated with NoGo accuracy and MWM probe test performance, but negatively correlated with CPP scores. The findings of this study suggest that moderate-intensity exercise can improve nicotine induced cognitive behaviors, and implicates prefrontal cortical Î±7 nAChR-mediated signal transduction as a possible mechanism. This article is protected by copyright. All rights reserved.",United States,Journal of cellular physiology,29193059,2017,Exercise improves nicotine reward-associated cognitive behaviors and related Î±7 nAChR-mediated signal transduction in adolescent rats.,y
2244,"The properties of operant reinforcers are dynamic and dependent on a number of variables, such as schedule and effort. There has been sparse research on the generalized conditioned properties of token reinforcement. We evaluated leisure items, edible items, and tokens using a progressive ratio schedule with three children with diagnoses of ASD and developmental delays. The highest break points occurred during the token reinforcement condition for two out of three participants, but response rates tended to be higher with edibles. We then evaluated the effects of presession access to edibles on the break points of edible items and tokens with two participants. Break points decreased only in the edible reinforcement condition, and the participants chose to work for leisure items rather than edibles when presession access to edibles was in place. These findings suggest that the tokens functioned as generalized conditioned reinforcers.",United States,Journal of applied behavior analysis,29193060,2017,Using progressive ratio schedules to evaluate tokens as generalized conditioned reinforcers.,y
2245,"We hypothesised that the question-behaviour effect, referred to as the influence of questioning about a given behaviour on its subsequent performance, is a relevant issue when exploring the external validity of intergroup attitudes. In a pair of studies, we have corroborated that merely expressing attitudes towards the Jewish minority affects people's relevant behaviour towards this group. In an Internet study, participants who first completed verbal attitude measures were more likely to donate to a Jewish organisation compared to those who completed the measures after making the decision to donate. Moreover, responses to attitude measures of various types and donating to the Jewish organisation were correlated when attitudes had been expressed in the first step. When attitudes were measured after the decision to donate, only the responses to the traditional anti-Semitic scale were correlated with this behaviour. In the field study, in which the time interval between attitude and behaviour measures was introduced, no question-behaviour effect was observed. We explain the results with reference to cognitive dissonance and attitude accessibility mechanisms and discuss them in a broader context of attitude-behaviour research.",England,International journal of psychology : Journal international de psychologie,29193062,2017,The question-behaviour effect in intergroup attitudes research: When do attitudes towards a minority predict a relevant behaviour?,y
2246,"Auditory brainstem neurons are functionally primed to fire action potentials (APs) at markedly high-rates in order to rapidly encode acoustic information of sound. This specialization is critical for survival and the comprehension of behaviourally relevant communication functions, including sound localization and understanding speech in noise. Here, we investigated underlying ion channel mechanisms essential for high-rate AP firing in neurons of the chicken nucleus magnocellularis (NM) - the avian analog of bushy cells of the mammalian anteroventral cochlear nucleus. In addition to the established function of high-voltage activated potassium channels, we found that resurgent sodium current (INaR ) plays a role in regulating rapid firing activity of late-developing (embryonic [E] days 19-21) NM neurons. INaR of late-developing NM neurons showed similar properties with mammalian neurons in that its unique mechanism of an ""open channel block state"" facilitated the recovery and increased the availability of sodium (NaV ) channels after depolarization. Using a computational model of NM neurons, we demonstrated that removal of INaR reduced high-rate AP firing. We found weak INaR during a prehearing period (E11-12), which transformed to resemble late-developing INaR properties around hearing onset (E14-16). Anatomically, we detected strong NaV 1.6 expression near maturation, which became increasingly less distinct at hearing onset and prehearing periods, suggesting that multiple NaV channel subtypes may contribute to INaR during development. We conclude that INaR plays an important role in regulating rapid AP firing for NM neurons, a property that may be evolutionarily conserved for functions related to similar avian and mammalian hearing. This article is protected by copyright. All rights reserved.",England,The Journal of physiology,29193076,2017,Resurgent sodium current promotes action potential firing in the avian auditory brainstem.,y
2247,"This study aimed to investigate whether variable patterns of responses can be acquired and maintained by negative reinforcement under an avoidance contingency. Six male Wistar rats were exposed to sessions in which behavioral variability was reinforced according to a Lag contingency: Sequences of three responses on two levers had to differ from one, two or three previous sequences for shocks to be avoided (Lag 1, Lag 2 and Lag 3, respectively). Performance under the Lag conditions was compared with performance on a Yoke condition in which the animals received the same reinforcement frequency and distribution as in the Lag condition but behavioral variability was not required. The results showed that most of the subjects varied their sequences under the Lag contingencies, avoiding shocks with relatively high probability (â‰¥ 0.7). Under the Yoke procedure, responding continued to occur with high probability, but the behavioral variability decreased. These results suggest that behavioral variability can be negatively reinforced.",United States,Journal of the experimental analysis of behavior,29193141,2017,Behavioral variability as avoidance behavior.,y
2248,"BACKGROUND
Exposure to alcohol content in movies has been shown to be associated with adolescent use of alcohol, including earlier onset. This study examined the influence of movie alcohol exposure on subsequent alcohol onset, considering the social context (whether the movie was viewed with a friend or parent). We examined whether media's influence holds across a spectrum of early drinking milestones: sipping (but not consuming a full drink of) alcohol, consuming a full drink of alcohol, and engaging in heavy episodic drinking (HED).


METHODS
Data were taken from a sample of 882 middle school youth (52% female; 24% non-White) enrolled in an ongoing study on alcohol initiation and progression. Exposure to alcohol content in films was measured using a method that combines content analysis and random assignment of movie titles to youth surveys. The hazard of initiating alcohol use (sip, full drink, HED) as a function of exposure was estimated using survival analysis. Associations were adjusted for demographic, personality, and social influence factors known to be associated with both movie exposure and alcohol use.


RESULTS
Exposure to alcohol content was common. Hours of exposure prospectively predicted earlier onset of alcohol involvement across all outcomes. Viewing movies with friends appeared to augment the media exposure effect, in contrast to viewing movies with parents, which was not a significant predictor of initiation.


CONCLUSIONS
Exposure to alcohol in films is involved in the entry into early stages of alcohol involvement. Findings support further investigation into the role of the media in underage drinking, especially in the context of consuming media with friends and peers. Limiting media exposure and/or stronger Federal Trade Commission oversight of movie ratings should be a priority for preventing underage drinking.",England,"Alcoholism, clinical and experimental research",29193150,2017,Exposure to Alcohol Content in Movies and Initiation of Early Drinking Milestones.,y
2249,"Transgender therapists have unique and valuable perspectives into how gender organizes the therapeutic process. Currently, in the MFT field, there is discussion of the cisgender therapist's experience in the therapy room, but no known articles on the transgender therapist's experience. This article provides insight into the experiences of transgender therapists around issues of self-disclosure, social locations of both therapist and client, and clinical supervision. Drawing from our clinical experiences as transmen, we highlight special considerations for working with cisgender, queer, and transgender clients. Implications for supervision of transgender therapists are also discussed. As more gender diverse students seek MFT training, there is an urgent need to acknowledge their perspectives. This article is a call for beginning conversations in this direction.",United States,Journal of marital and family therapy,29193164,2017,Clinical and Supervisory Considerations for Transgender Therapists: Implications for Working with Clients.,y
2250,"The primary goal of this study was to examine and describe the importance of childbearing as perceived by infertile women in the Chinese familial and social context. We adopted a qualitative descriptive method and conducted semi-structured interviews with female patients diagnosed with infertility. Participants were recruited at a high-volume fertility clinic in Tianjin, China. Fifteen women with a diagnosis of infertility were interviewed for 60-90â€‰min. Data were analyzed by thematic analysis. Two themes supported the importance of childbearing for Chinese women with infertility: childbearing as natural law, and childbearing for relational harmony. Childbearing as natural law referred to intrinsic forces to seek a child, including (i) achieving motherhood and womanhood and (ii) experiencing a developmental transition with childbearing as a landmark. Relational harmony included three primary factors: (i) to maintain marital quality by preventing marital failure and rejuvenating an unsatisfactory marital relationship; (ii) to fulfill both authoritative and reciprocal filial piety; (iii) to build a sense of normalcy within family and social networks. In summary, infertility resulted in loss of motherhood, womanhood, and a smooth developmental transition. Moreover, it threatened relationship harmony in the marriage, family, and social life. These insights on the value of childbearing in the Chinese context can inform healthcare professionals in identify infertility-related demands and developing relevant psychosocial services for people with infertility.",United States,Research in nursing & health,29193167,2017,Childbearing importance: A qualitative study of women with infertility in China.,y
2251,"BACKGROUND
As the workforce ages, occupational injuries from falls on the same level will increase. Some industries may be more affected than others.


METHODS
We conducted a cross-sectional study using data from the Bureau of Labor Statistics to estimate same-level fall injury incidence rates by age group, gender, and industry for four sectors: 1) healthcare and social assistance; 2) manufacturing; 3) retail; and 4) transportation and warehousing. We calculated rate ratios and rate differences by age group and gender.


RESULTS
Same-level fall injury incidence rates increase with age in all four sectors. However, patterns of rate ratios and rate differences vary by age group, gender, and industry. Younger workers, men, and manufacturing workers generally have lower rates.


CONCLUSIONS
Variation in incidence rates suggests there are unrealized opportunities to prevent same-level fall injuries. Interventions should be evaluated for their effectiveness at reducing injuries, avoiding gender- or age-discrimination and improving work ability.",United States,American journal of industrial medicine,29193187,2017,"Same-level fall injuries in US workplaces by age group, gender, and industry.",y
2252,"Human behaviour plays an important role in the spread of emerging infectious diseases, and understanding the influence of behaviour changes on epidemics can be key to improving control efforts. However, how the dynamics of individual behaviour changes affects the development of emerging infectious disease is a key public health issue. To develop different formula for individual behaviour change and introduce how to embed it into a dynamic model of infectious diseases, we choose A/H1N1 and Ebola as typical examples, combined with the epidemic reported cases and media related news reports. Thus, the logistic model with the health belief model is used to determine behaviour decisions through the health belief model constructs. Furthermore, we propose 4 candidate infectious disease models without and with individual behaviour change and use approximate Bayesian computation based on sequential Monte Carlo method for model selection. The main results indicate that the classical compartment model without behaviour change and the model with average rate of behaviour change depicted by an exponential function could fit the observed data best. The results provide a new way on how to choose an infectious disease model to predict the disease prevalence trend or to evaluate the influence of intervention measures on disease control. However, sensitivity analyses indicate that the accumulated number of hospital notifications and deaths could be largely reduced as the rate of behaviour change increases. Therefore, in terms of mitigating emerging infectious diseases, both media publicity focused on how to guide people's behaviour change and positive responses of individuals are critical.",England,Statistics in medicine,29193194,2017,Impact of individual behaviour change on the spread of emerging infectious diseases.,y
2253,"BACKGROUND
While it is known that informal caregiving is associated with care-derived self-esteem cross-sectionally, little is known about the impact of informal caregiving on general self-esteem longitudinally. Thus, we aimed at examining whether informal caregiving affects general self-esteem using a longitudinal approach.


METHODS
Data were gathered from a population-based sample of community-dwelling individuals aged 40 and over in Germany from 2002 to 2014 (n = 21 271). General self-esteem was quantified using the Rosenberg scale. Individuals were asked whether they provide informal care regularly.


RESULTS
Fixed effects regressions showed no significant effect of informal caregiving on general self-esteem longitudinally. General self-esteem decreased with increasing morbidity, increasing age, decreasing social ties, whereas it was not associated with changes in employment status, marital status and body mass index. Additional models showed that decreases in self-esteem were associated with decreases in functional health and increases in depressive symptoms.


CONCLUSION
Our longitudinal study emphasises that the occurrence of informal caregiving did not affect general self-esteem longitudinally. Further research is needed in other cultural settings using panel data methods.",Sweden,Scandinavian journal of caring sciences,29193241,2017,Does informal caregiving affect self-esteem? Results from a population-based study of individuals aged 40 and over in Germany from 2002 to 2014.,y
2254,"Evidence for proximal risk factors for suicide is based on case-control psychological autopsy studies, with these reports showing that mood and substance use disorders are the most prevalent mental disorders among suicide decedents worldwide and are associated with marked risk. However, moderators of risk and the degree of risk associated with (nonalcohol) drug use disorder are unknown. A comprehensive search was used to identify 35 case-control psychological autopsy studies published worldwide over a 30-year period that were metaanalyzed using random effects models. Major depression, odds ratio (95% confidence interval)Â =Â 9.14 (5.53, 15.09), and drug use disorder, OR (95% CI)Â =Â 7.18 (3.22, 16.01), had large effect sizes, among other results. Risk estimates associated with major depression were greater in studies with a larger proportion of women and those conducted in Asia compared with other regions. There was no evidence of publication bias or that any one study had a disproportionate impact on findings. Risk for suicide associated with major depression appears to be moderated by sex and/or world region. Drug use disorder is a potent risk factor, illustrating the importance of assessing drug use in clinical risk assessment.",England,Suicide & life-threatening behavior,29193261,2017,Metaanalysis of Mood and Substance Use Disorders in Proximal Risk for Suicide Deaths.,y
2255,"Older individuals with chronic atrial fibrillation (AF) often experience physical symptoms and feel psychologically unwell. In addition, these persons are prescribed lifelong medical treatment that requires regular monitoring. Through 11 individual interviews, this interpretive description study aimed to explore and describe lifelong medical treatment and the need for medical controls as experienced from the perspective of older individuals living with chronic AF. The interviews were performed during 2014-2015; furthermore, they were recorded, transcribed verbatim and analysed for thematic patterns using thematic analysis inspired by Braun and Clarke. Ethical standards were followed throughout the study. The findings revealed one main theme: 'ambivalence in the need of knowledge' showing that lifelong medical treatment and the need for medical controls, in general, meant experiencing feelings of 'it doesn't matter, but it does matter' and 'being in the hands of the healthcare system'. The older persons lacked knowledge about their condition, which generated poor insight into their medical treatment and this in turn affected their daily life. They had thoughts and questions about their medication, but did not have an opportunity to ask the questions because of lack of follow-up from the healthcare system. The findings underscore the negative impact chronic AF has on older people's life and emphasises the need for follow-up and providing information from health care to these individuals.",Sweden,Scandinavian journal of caring sciences,29193262,2017,"Older individuals' need for knowledge and follow-up about their chronic atrial fibrillation, lifelong medical treatment and medical controls.",y
2256,"Animals maintained in captivity exhibit rapid changes in phenotypic traits, which may be maladaptive for natural environments. The phenotype can shift away from the wild phenotype via transgenerational effects, with the environment experienced by parents influencing the phenotype and fitness of offspring. There is emerging evidence that controlling transgenerational effects could help mitigate the effects of captivity, improving the success of captively bred animals post release. However, controlling transgenerational effects requires knowledge of the mechanisms driving transgenerational changes. To better understand the genetic mechanisms that contribute to transgenerational effects in captivity we investigated the heritability of behavioral phenotypes using mid parent- and single parent-offspring regressions in a population of captive-reared house mouse (Mus musculus) that we had previously shown exhibit transgenerational changes in boldness and activity behavioral types. Slopes for boldness and activity were all positive, indicating a low to moderate degree of heritability. Though, none of the heritability estimates were statistically significant due to the large surrounding errors. However, the large error surrounding the heritability estimates may also indicate that there is variability in heritability between behavioral traits within the boldness and activity behavioral types. The implication of this finding is that the potential for heritable genetic changes in captivity varies considerably between traits. We conclude that continued investigation of the potential for traits to evolve in captivity is needed to better inform captive breeding and reintroduction programs.",United States,Zoo biology,29193268,2017,What role does heritability play in transgenerational phenotypic responses to captivity? Implications for managing captive populations.,y
2257,"Experience of intimate partner violence (IPV) can lead to mental health conditions, including anxiety, depression, and unhealthy substance use. Women seen in the Veterans Health Administration (VHA) face high rates of both IPV and mental health morbidity. This study aimed to identify associations between recent IPV experience and mental health diagnoses among women VHA patients. We examined medical records data for 8,888 female veteran and nonveteran VHA patients across 13 VHA facilities who were screened for past-year IPV between April, 2014 and April, 2016. Compared with women who screened negative for past-year IPV (IPV-), those who screened positive (IPV+; 8.7%) were more than twice as likely to have a mental health diagnosis, adjusted odds ratio (AOR) = 2.27, 95% confidence interval (CI) [1.95, 2.64]; or more than two mental health diagnoses, AOR = 2.29, 95% CI [1.93, 2.72]). Screening IPV+ was also associated with significantly higher odds of each type of mental health morbidity (AOR range = 1.85-3.19) except psychoses. Over half (53.5%) of the women who screened IPV+ had a mental health diagnosis, compared with fewer than one-third (32.6%) of those who screened IPV-. Each subtype of IPV (psychological, physical, and sexual violence) was significantly associated with having a mental health diagnosis (AOR range = 2.25-2.37) or comorbidity (AOR range = 2.17-2.78). Associations remained when adjusting for military sexual trauma and combat trauma among the veteran subsample. These findings highlight the mental health burden associated with past-year IPV among female VHA patients and underscore the need to address psychological and sexual IPV, in addition to physical violence.",United States,Journal of traumatic stress,29193289,2017,Disproportionate Mental Health Burden Associated With Past-Year Intimate Partner Violence Among Women Receiving Care in the Veterans Health Administration.,y
2258,"For species at risk of decline or extinction in source-sink systems, sources are an obvious target for habitat protection actions. However, the way in which source habitats are identified and prioritized can reduce the effectiveness of conservation actions. Although sources and sinks are conceptually defined using both demographic and movement criteria, simplifications are often required in systems with limited data. To assess the conservation outcomes of alternative source metrics and resulting prioritizations, we simulated population dynamics and extinction risk for three endangered species. Using empirically-based habitat-population models, we linked habitat maps with measured site or habitat-specific demographic conditions, movement abilities, and behaviors. We calculated source-sink metrics over a range of time periods of data collection and prioritized the strongest sources for conservation. We then tested the ability of prioritized patches to identify the most habitats most affecting persistence by removing them and measuring the population response. Our results indicated that conservation decisions based on different source-sink metrics and durations of data collection can impact species persistence. Shorter times series obscured the ability of metrics to identify influential habitats, particularly in temporally variable and slowly declining populations. Data-rich source-sink metrics that included both demography and movement information did not always identify the habitats with the greatest influence on extinction risk. In some declining populations, patch abundance better predicted influential habitats for short-term regional persistence. As source-sink metrics (i.e., births-deaths; births and immigrations - deaths and emigration) describe net population conditions and cancel out gross population counts, they may not adequately identify influential habitats in declining populations. For many non-equilibrium populations, new metrics that maintain the counts of individual births, deaths, and movement may provide additional insight into habitats that most influence persistence. This article is protected by copyright. All rights reserved.",United States,Conservation biology : the journal of the Society for Conservation Biology,29193292,2017,A multispecies test of source-sink indicators to prioritize habitat for declining populations.,y
2259,"Several studies have shown the relationship between symptoms of posttraumatic stress disorder (PTSD), somatic symptoms, and the mediating effect of depression and anxiety. The following study was conducted to investigate the relationship between PTSD symptoms and somatic complaints through underlying symptoms of depression and anxiety. The participants of the study were 2,799 veterans who were examined after a 6-month deployment. They were assessed using the PTSD Checklist (PCL-5) and Patient Health Questionnaire (PHQ) for depression, anxiety, and somatic complaints. To check the indirect effect of PTSD on somatic complaints through depression and anxiety, mediation model 4 (parallel mediation) of the SPSS PROCESS macro was used. There was a significant total indirect effect of PTSD through depression and anxiety on somatic complaints, b = 0.14, 95% confidence interval (CI) [0.12, 0.16], from which an indirect effect of PTSD on somatic complaints through depression was b = 0.08, 95% CI [0.06, 0.10], and through anxiety it equaled b = 0.06, 95% CI [0.04, 0.07]. The ratio of indirect to total effect was 0.66, 95% CI [0.59, 0.75]. The present study helps us to understand the role of depression and anxiety symptoms when the symptoms of PTSD and somatic complaints are present. These new findings may have implications for the management as well as treatment of PTSD because they recognize the importance of symptoms of anxiety and depression when somatic complaints are present.",United States,Journal of traumatic stress,29193294,2017,Posttraumatic Stress Disorder and Somatic Complaints in a Deployed Cohort of Georgian Military Personnel: Mediating Effect of Depression and Anxiety.,y
2260,"PURPOSE
Rural-urban health disparities are well-documented and particularly problematic for older adults. However, determining which specific aspects of rural or urban living initiate these disparities remains unclear. The purpose of this study was to assess associations between place-based characteristics of rural-urban status and health among adults age 65+.


METHODS
Data from the 2012 Behavioral Risk Factor Surveillance System were geographically linked to place-based characteristics from the American Community Survey. Self-reported health (SRH), obesity, and health checkup within the last year were modeled against rural-urban status (distance to nearest metropolitan area, population size, population density, percent urban, Urban Influence Codes [UIC], Rural-Urban Continuum Codes [RUCC], and Rural-Urban Commuting Area [RUCA]) using generalized linear models, accounting for covariates and complex sampling, overall, and stratified by area-level income.


FINDINGS
In general, increasing urbanicity was associated with a reduction in negative SRH for all 7 measures of rural-urban status. For low-income counties, this association held for all measures and characteristics of rural-urban status except population density. However, for high-income counties, the association was reversed-respondents living in areas of increasing urbanicity were more likely to report negative SRH for 4 of the 7 measures (RUCC, UIC, RUCA, and percent urban). Findings were mixed for the outcome of obesity, where rural areas had higher levels, except in low-income counties, where the association between rurality and obesity was reversed (OR 1.033, 95%CI: 1.002-1.064).


CONCLUSION
These results suggest that rural-urban status is both a continuum and multidimensional. Distinct elements of rural-urban status may influence health in nuanced ways that require additional exploration in future studies.",England,The Journal of rural health : official journal of the American Rural Health Association and the National Rural Health Care Association,29193298,2017,What Aspects of Rural Life Contribute to Rural-Urban Health Disparities in Older Adults? Evidence From a National Survey.,y
2261,"PURPOSE
The aim of this study was to develop a novel feature refinement MR reconstruction method from highly undersampled multichannel acquisitions for improving the image quality and preserve more detail information.


THEORY AND METHODS
The feature refinement technique, which uses a feature descriptor to pick up useful features from residual image discarded by sparsity constrains, is applied to preserve the details of the image in compressed sensing and parallel imaging in MRI (CS-pMRI). The texture descriptor and structure descriptor recognizing different types of features are required for forming the feature descriptor. Feasibility of the feature refinement was validated using three different multicoil reconstruction methods on in vivo data.


RESULTS
Experimental results show that reconstruction methods with feature refinement improve the quality of reconstructed image and restore the image details more accurately than the original methods, which is also verified by the lower values of the root mean square error and high frequency error norm.


CONCLUSION
A simple and effective way to preserve more useful detailed information in CS-pMRI is proposed. This technique can effectively improve the reconstruction quality and has superior performance in terms of detail preservation compared with the original version without feature refinement. Magn Reson Med, 2017. Â© 2017 International Society for Magnetic Resonance in Medicine.",United States,Magnetic resonance in medicine,29193299,2017,Improved parallel image reconstruction using feature refinement.,y
2262,"We reviewed the literature up to March 2016 on the effects of non-maternal voices on preterm infants' clinical outcomes. Of the 11 studies that met the inclusion criteria, 10 focused on short-term outcomes and one looked at long-term effects. The studies mainly showed that vocal stimuli increased preterm infants' stability in terms of heart rate, respiratory rate, oxygen saturation and behavioural measures. Improvements in feeding skills were also reported. The methods and the measures used in the studies were heterogeneous, making it difficult to draw reliable conclusions.


CONCLUSION
Vocal stimuli increased preterm infants' stability, but further studies are needed. This article is protected by copyright. All rights reserved.",Norway,"Acta paediatrica (Oslo, Norway : 1992)",29193301,2017,Exposure to human voices has beneficial effects on preterm infants in the neonatal intensive care unit.,y
2263,"Epilepsy, characterized by recurrent seizures and abnormal electrical activity in the brain, is one of the most prevalent brain disorders. Over two million people in the United States have been diagnosed with epilepsy and 3% of the general population will be diagnosed with it at some point in their lives. While most developmental epilepsies occur due to genetic predisposition, a class of ""acquired"" epilepsies results from a variety of brain insults. A leading etiological factor for epilepsy that is currently on the rise is traumatic brain injury (TBI), which accounts for up to 20% of all symptomatic epilepsies. Remarkably, the presence of an identified early insult that constitutes a risk for development of epilepsy provides a therapeutic window in which the pathological processes associated with brain injury can be manipulated to limit the subsequent development of recurrent seizure activity and epilepsy. Recent studies have revealed diverse pathologies, including enhanced excitability, activated immune signaling, cell death, and enhanced neurogenesis within a week after injury, suggesting a period of heightened adaptive and maladaptive plasticity. An integrated understanding of these processes and their cellular and molecular underpinnings could lead to novel targets to arrest epileptogenesis after trauma. This review attempts to highlight and relate the diverse early changes after trauma and their role in development of epilepsy and suggests potential strategies to limit neurological complications in the injured brain.",United States,Journal of neuroscience research,29193309,2017,Converging early responses to brain injury pave the road to epileptogenesis.,y
