,abstract,pmid,pubdate,title
5783,"Night Eating Syndrome (NES), as a diagnosis, presents as a combination of disordered eating, sleep and mood. Patients identified as having both NES and obesity demonstrate poorer outcomes in terms of weight loss compared to those with NES only. However, research focusing on psychological factors associated with NES remains relatively underdeveloped. This study aimed to explore the relationship between NES and the experience of emotion from the perspective of patients accessing a weight management service. Ten adults who met diagnostic criteria for moderate or full NES took part in a semi-structured interview. Data were analysed using a constructivist approach to grounded theory. A core concept to emerge from the analysis was termed 'emotional hunger'; reflecting an urge or need to satiate a set of underlying unmet emotional needs. It was underpinned by the following interrelated themes: (1) Cultivating a dependency on food; (2) Relying on food to regulate emotions; (3) Understanding the significance of night-time; (4) Acknowledging the consequences of night eating. This study provides an in-depth understanding of the relationship between NES and the experience of emotion from the perspective of patients attending a weight management service. Results have potential to inform future service development, particularly around the adoption of a more holistic approach to night eating behaviours.",29454015,2018,"Why i eat at night: A qualitative exploration of the development, maintenance and consequences of Night Eating Syndrome."
5784,"The feeding strategies that parents use with their children shape their children's attitudes and behaviors toward food. The present research examined whether personality traits of the mother and the child are associated with the types of feeding strategies mothers use with their children. The present research also examined whether these characteristics are associated with the child's body mass index (BMI). Mothers (N = 2928) reported how often they used three feeding strategies (Restriction, Pressure to Eat, Monitoring) with the target child and their personality and the personality of the child. Both mother and child Conscientiousness were associated significantly with less use of Restriction and Pressure to Eat and more use of Monitoring. Child Openness and Agreeableness were likewise related to less use of Restriction and Pressure to Eat. Mother and child Conscientiousness were associated with child obesity: Children with obesity scored lower in Conscientiousness and also had mothers who scored lower on this trait; Restriction and Pressure to Eat partially mediated the association between mother Conscientiousness and child BMI. The present findings suggest that individual differences in both mother and child personality are associated with the use of three common feeding strategies in childhood and the child's weight.",29454016,2018,Mother and child personality traits associated with common feeding strategies and child body mass index.
5814,"The Modified Behavioral Pain Scale (MBPS) was designed to assess procedural pain in infants and is considered valid for assessing immunisation pain. The aim of this study was to assess the practical and psychometric properties of the MBPS when applied to other commonly performed procedures. Twenty-six clinicians independently applied the MBPS scale to segments of video collected from 100 children aged six to 42 months undergoing one of four procedures in the emergency department. Positive correlation between MBPS and VASobs pain (r = 0.74) was shown and inter- and intra-rater reliability coefficients were high (0.87 and 0.89, respectively). Construct validity was demonstrated by scale responsiveness to painful stimuli (4.6 times increase in scores across phases) and the capacity of the scale to distinguish between painful versus non-painful procedures, p < 0.001. However, mean baseline scores for procedures were not zero (likely a function of item descriptors for a 'zero' score) and the mean difference increased across phases for children with baseline scores greater than 3 was much lower than for children with scores less than 3, p = 0.0001. Finally, 28% of scores changed following the second viewing of a video segment. The MBPS appears reliable and sensitive to procedural pain when applied by clinicians. Results question the capacity of the scale to differentiate between pain- and non-pain related distress, the feasibility of this scale and the appropriateness of item descriptors for medical procedures.",29454046,2018,The Psychometric Properties of the MBPS Scale Used to Assess Procedural Pain.
5820,"The aim of present study was to design a controlled release system using Cuminum cyminum essential oil loaded chitosan nanoparticles (CEO-CSNPs) and evaluate its effect on catalase (CAT), glutathione reductase (GR), peroxidase (POD) activity and ascorbic acid content of Agaricus bisporus fruit bodies during 20 days of storage at 4 °C. The success of encapsulation was evaluated through TEM, DLS, FT-IR and spectrophotometry and its release behavior was studied in buffer solutions with different pH. The CEO-CSNPs exhibited an average size of 30 to 80 nm with a spherical shape. Encapsulation efficiency (EE) and loading capacity (LC) were 4.46 to 17.89% and 2.47 to 6.68%, respectively. The highest CAT and GR activity was observed in samples packed with CEO-CSNPs after 15 days of storage. In contrast, POD activity reached a peak at the end of storage in control samples. Interestingly, after 20 days the level of POD increased 17.13% in CEO-CSNPs treatment, as compared with the initial level of the mentioned enzyme. At the end of storage, ascorbic acid content in samples treated with CEO-CSNPs was significantly higher than that detected in the control samples. In brief, application of CEO loaded chitosan nanoparticles in packages effectively increased the antioxidant activity in white button mushroom and showed promising results for extending the shelf life of treated samples.",29454053,2018,Development and characterization of nano biopolymer containing cumin oil as a new approach to enhance antioxidant properties of button mushroom.
5827,"In this paper, carboxymethyl konjac glucomannan (CMKGM) was obtained by carboxyl modification of konjac glucomannan. Then CMKGM and chitosan (CS) were crosslinked and freeze-dried to prepare CMKGM/CS composite sponges with different proportions. The structure and micromorphology of CMKGM/CS sponges were investigated by FTIR spectroscopy and SEM. The SEM results showed that the pore structure of the composite sponge gradually increased with the increase of CMKGM content. To assess the applicability of CMKGM/CS composite sponges as wound dressing, the swelling behavior, water vapor transmission rate (WVTR), biocompatibility (cytotoxicity and hemolysis) were analyzed. The results indicated that CMKGM/CS composite sponges possessed high swelling ratio, proper WVTR and good biocompatibility, which might accelerate tissue regeneration. Meanwhile, in vivo experiments demonstrated that CMKGM/CS composite sponges could effectively heal full-layer wound of skin defects of male ICR mice.",29454058,2018,Carboxymethyl konjac glucomannan - Crosslinked chitosan sponges for wound dressing.
5830,"The nanotechnology revolution offers many expectations for the improvement of medicine treatments. At present, nanomedicine (NM) development is hampered by methodological barriers for a better characterization and a wider understanding of their in vivo behavior. While regulatory agencies setup guidelines to support NM translation from bench to bedside, the gap is still hardly overcome by main nanomedicines. One lever for filling this gap is a better characterization, thus increasing the global knowledge about the NM itself but also validate the confidence in terms of batch to batch reproducibility of such complex nano-objects. Here, we review the current methodologies routinely used for clinical release of nanomedicine batches in compliance with official guidelines. We confront them to the extreme sharpness of biological systems and finally discuss future possible orientations for a better characterization of NMs, needed to bridge the gap between physicochemical properties and biological fate.",29454063,2018,Characterization of nanomedicines: A reflection on a field under construction needed for clinical translation success.
5834,"The Drosophila melanogaster white-eyed w1118 line serves as a parental stock, allowing genetic recombination of any gene of interest along with a readily recognizable marker. w1118 flies display behavioral susceptibility to environmental stimulation such as light. It is of great importance to characterize the behavioral performance of w1118 flies because this would provide a baseline from which the effect of the gene of interest could be differentiated. Little work has been performed to characterize the walking behavior in adult w1118 flies. Here we show that pulsed light stimulation increased the regularity of walking trajectories of w1118 flies in circular arenas. We statistically modeled the distribution of distances to center and extracted the walking structures of w1118 flies. Pulsed light stimulation redistributed the time proportions for individual walking structures. Specifically, pulsed light stimulation reduced the episodes of crossing over the central region of the arena. An addition of four genomic copies of mini-white, a common marker gene for eye color, mimicked the effect of pulsed light stimulation in reducing crossing in a circular arena. The reducing effect of mini-white was copy-number-dependent. These findings highlight the rhythmic light stimulation-evoked modifications of walking behavior in w1118 flies and an unexpected behavioral consequence of mini-white in transgenic flies carrying w1118 isogenic background.",29454066,2018,Walking behavior in a circular arena modified by pulsed light stimulation in Drosophila melanogaster w1118 line.
5835,"A large number of animal models are currently used in appetite and obesity research. Because the worldwide incidence of obesity continues to climb, it is imperative that animal models sharing characteristics of human obesity and its co-morbidities be used appropriately in the quest for novel preventions or treatments. There is probably no animal model, at least in rodents, that recapitulates all aspects of ""common"" human obesity and its comorbidities, but rodent models allow insight into specific mechanisms of disease or its consequences. Frequently used obesity models can be partitioned into different categories, the major ones being a) based on mutations or manipulations of one or a few individual genes or b) those in genetically intact animals exposed to obesogenic environments such as, e.g., being maintained on high-fat diets or being raised in small litters. Characteristics of these models include distinct phenotypes of obesity, hyperphagia or changes in energy metabolism, and frequent comorbidities of obesity, like hyperglycemia, insulin resistance or diabetes-like syndromes. This review which is based on a presentation given during the Annual Meeting of the Society for the Study of Ingestive Behavior in July 2017 points out some observations and characteristics of rodent models in obesity and diabetes research. The choice of rodent models discussed here is subjective and based on the author's own experience or on fruitful discussions with colleagues about the pros and cons of specific models. Hence, this review, by no means, is meant to give a complete picture of rodent models used in this type of research, but the review tries to bring up some issues which, in the author's mind, may also be relevant for models not discussed here. For example, by discussing specific mouse and rat models, similarities and differences between mice and rats will be discussed that need to be considered to interpret experimental findings cautiously and in the context of the respective animal model. Knowing which animal model to use means, knowing its limitations.",29454067,2018,Considering our methods: Methodological issues with rodent models of appetite and obesity research.
5836,"BACKGROUND & AIMS
Aberrant oncogenic mRNA translation and protein O-linked β-N-acetylglucosaminylation (O-GlcNAcylation) are general features during tumorigenesis. Nevertheless, whether and how these two pathways are interlinked remain unknown. Our previous study indicated that ribosomal RACK1 promoted the chemoresistance and growth in hepatocellular carcinoma (HCC). The aim of this study is to examine the role of RACK1 O-GlcNAcylation in oncogene translation and HCC carcinogenesis.


METHODS
The site(s) of RACK1 for O-GlcNAcylation was mapped by Mass spectrometry analysis. HCC cell lines were employed to examine the effects of RACK1 O-GlcNAcylation on the translation of oncogenic factors and behaviors of tumor cells in vitro. Transgenic knock-in mice were used to detect the role of RACK1 O-GlcNAcylation in modulating HCC tumorigenesis in vivo. The correlation of RACK1 O-GlcNAcylation with tumor progression and relapse were analyzed in clinical HCC samples.


RESULTS
We found that ribosomal RACK1 was highly modified by O-GlcNAc at Ser122. O-GlcNAcylation of RACK1 enhanced its protein stability, ribosome binding and interaction with PKCβII, leading to increased eIF4E phosphorylation and translation of potent oncogenes in HCC cells. Genetic ablation of RACK1 O-GlcNAcylation at Ser122 dramatically suppressed tumorigenesis, angiogenesis, and metastasis in vitro and in diethylnitrosamine (DEN)-induced HCC mouse model. Increased RACK1 O-GlcNAcylation was also observed in HCC patient samples and correlated with tumor development and recurrence after chemotherapy.


CONCLUSIONS
These findings demonstrate that RACK1 acts as key mediator linking O-GlcNAc metabolism to cap-dependent translation during HCC tumorigenesis. Targeting RACK1 O-GlcNAcylation provides promising means for HCC treatment.",29454068,2018,O-GlcNAcylation of RACK1 promotes hepatocellular carcinogenesis.
5845,"Neighborhood conditions may have an important impact on physical activity and sedentary behaviors in the older population. Most previous studies in this area are cross-sectional and report mixed findings regarding the effects of neighborhood environment on different types of physical activity. Moreover, little is known about the prospective relationship between neighborhood environment and sedentary behaviors. Our analysis included 136,526 participants from the NIH-AARP Diet and Health Study (age 51-70). Neighborhood socioeconomic deprivation was measured with an index based on census variables and developed using principal component analysis. Physical activity and sedentary behaviors were measured both at baseline (1995-1996) and follow-up (2004-2006). Multiple regression analyses were conducted to examine the prospective relationship between neighborhood deprivation and exercise, non-exercise physical activity, and sedentary behaviors, adjusting for baseline physical activity and sedentary behaviors as well as potential confounders. We found that more severe neighborhood socioeconomic deprivation was prospectively associated with reduced time for exercise (β Q5 vs Q1 (95% confidence interval), hour, -0.85 (-0.95, -0.75)) but increased time spent in non-exercise physical activities (1.16 (0.97, 1.34)), such as household activities, outdoor chores, and walking for transportation. Moreover, people from more deprived neighborhoods were also more likely to engage in prolonged (≥5 h/day) TV viewing (Odds ratio Q5 vs Q1 (95% confidence interval), 1.21 (1.15, 1.27)). In conclusion, neighborhood socioeconomic deprivation is associated with physical activity and sedentary behavior in the older population. These associations may differ for different types of physical activities.",29454077,2018,A prospective investigation of neighborhood socioeconomic deprivation and physical activity and sedentary behavior in older adults.
5847,"To increase capacities and control over health, it is necessary to foster assets (i.e. factors enhancing abilities of individuals or communities). Acting as a buffer, assets build foundations for overcoming adverse conditions and improving health. However, little is known about the distribution of assets and their associations with social position and health. In this study, we documented the distribution of health assets and examined whether these assets moderate associations between adverse social position and self-reported health. A representative population-based cross-sectional survey of adults in the Eastern Townships, Quebec, Canada (n = 8737) was conducted in 2014. Measures included assets (i.e. resilience, sense of community belonging, positive mental health, social participation), self-reported health (i.e. perceived health, psychological distress), and indicators of social position. Distribution of assets was studied in relation to gender and social position. Logistic regressions examined whether each asset moderated associations between adverse social position and self-reported health. Different distributions of assets were observed with different social positions. Women were more likely to participate in social activities while men were more resilient. Resilience and social participation were moderators of associations between adverse social position (i.e. living alone, lower household income) and self-reported health. Having assets contributes to better health by increasing capacities. Interventions that foster assets and complement current public health services are needed, especially for people in unfavorable situations. Health and social services decision-makers and practitioners could use these findings to increase capacities and resources rather than focusing primarily on preventing diseases and reducing risk factors.",29454078,2018,Looking for capacities rather than vulnerabilities: The moderating effect of health assets on the associations between adverse social position and health.
5852,"Rats exposed to unexpected reward loss increase voluntary oral consumption of ethanol. Such consumption has been assumed to attenuate loss-induced negative affect (called emotional self-medication). To test this assumption, food-deprived male Wistar rats were exposed to 10 sessions of access to 32% sucrose followed by 5 sessions of access to 4% sucrose (reward downshift). A two-bottle preference test was initiated immediately after each consummatory session to assess ethanol intake. The experimental group received access to 2% ethanol and water, whereas the control group received access to two water bottles. On sessions 11, 12, and 15, immediately after the preference test, animals were tested in the elevated plus maze (EPM) for signs of anxiety. Sucrose consumption was reduced after the 32-to-4% sucrose downshift on sessions 11 and 12, but behavior recovered by session 15. Consummatory suppression was followed by increased ethanol intake in the preference test after sessions 11 and 12, but intake was reduced to preshift levels by session 15; no changes were observed in water controls. Finally, general activity (closed-arm entries and total arm entries) in the EPM increased in the ethanol group on session 12, but not on session 15, relative to water controls. The increase in ethanol consumption induced by reward downshift had measurable effects on activity as assessed in the EPM. These results show that voluntary oral 2% ethanol consumption after reward downshift can affect subsequent behavior, but fall short of providing unambiguous evidence that such ethanol consumption reduces negative affect.",29454084,2018,Augmented voluntary consumption of ethanol induced by reward downshift increases locomotor activity of male Wistar rats in the elevated plus maze.
5865,"Although the possibility of using drug-loaded ophthalmic lens to promote sustained drug release has been thoroughly pursued, there are still problems to be solved associated to the different alternatives. In this work, we went back to the traditional method of drug loading by soaking in the drug solution and tried to optimize the release profiles by changing the temperature and the time of loading. Two materials commercially available under the names of CI26Y and Definitive 50 were chosen. CI26Y is used for intraocular lenses (IOLs) and Definitive 50 for soft contact lenses (SCLs). Three drugs were tested: an antibiotic, moxifloxacin, and two anti-inflammatories, diclofenac and ketorolac. Sustained drug release from CI26Y disks for, at least 15 days, was obtained for moxifloxacin and diclofenac increasing the loading temperature up to 60 °C or extending the loading time till two months. The sustained release of ketorolac was limited to about 8 days. In contrast, drug release from Definitive 50 disks could not be improved by changing the loading conditions. An attempt to interpret the impact of the loading conditions on the drug release behavior was done using solid-state NMR and differential scanning calorimetry. These studies suggested the establishment of reversible, endothermic interactions between CI26Y and the drugs, moxifloxacin and diclofenac. The loading temperature had a slight effect on the mechanical and optical properties of drug loaded CI26Y samples, which still kept adequate properties to be used as IOL materials. The in vivo efficacy of CI26Y samples, drug loaded at 60 °C for two weeks, was predicted using a simplified mathematical model to estimate the drug concentration in the aqueous humor. The estimated concentrations were found to comply with the therapeutic needs, at least, for moxifloxacin and diclofenac.",29454097,2018,Improving sustained drug delivery from ophthalmic lens materials through the control of temperature and time of loading.
5923,"There is now converging evidence from studies in animals and humans that the medial temporal lobes (MTLs) harbor anatomically distinct processing pathways for object and scene information. Recent functional magnetic resonance imaging studies in humans suggest that this domain-specific organization may be associated with a functional preference of the anterior-lateral part of the entorhinal cortex (alErC) for objects and the posterior-medial entorhinal cortex (pmErC) for scenes. As MTL subregions are differentially affected by aging and neurodegenerative diseases, the question was raised whether aging may affect the 2 pathways differentially. To address this possibility, we developed a paradigm that allows the investigation of object memory and scene memory in a mnemonic discrimination task. A group of young (n = 43) and healthy older subjects (n = 44) underwent functional magnetic resonance imaging recordings during this novel task, while they were asked to discriminate exact repetitions of object and scene stimuli from novel stimuli that were similar but modified versions of the original stimuli (""lures""). We used structural magnetic resonance images to manually segment anatomical components of the MTL including alErC and pmErC and used these segmented regions to analyze domain specificity of functional activity. Across the entire sample, object processing was associated with activation of the perirhinal cortex (PrC) and alErC, whereas for scene processing, activation was more predominant in the parahippocampal cortex and pmErC. Functional activity related to mnemonic discrimination of object and scene lures from exact repetitions was found to overlap between processing pathways and suggests that while the PrC-alErC pathway was more involved in object discrimination, both pathways were involved in the discrimination of similar scenes. Older adults were behaviorally less accurate than young adults in discriminating similar lures from exact repetitions, but this reduction was equivalent in both domains. However, this was accompanied by significantly reduced domain-specific activity in PrC in older adults compared to what was observed in the young. Furthermore, this reduced domain-specific activity was associated to worse performance in object mnemonic discrimination in older adults. Taken together, we show the fine-grained functional organization of the MTL into domain-specific pathways for objects and scenes and their mnemonic discrimination and further provide evidence that aging might affect these pathways in a differential fashion. Future experiments will elucidate whether the 2 pathways are differentially affected in early stages of Alzheimer's disease in relation to amyloid or tau pathology.",29454154,2018,Age-related functional changes in domain-specific medial temporal lobe pathways.
5930,"BACKGROUND
It has been documented that anxiety and depression are prevalent in patients with asthma and are associated with greater frequency of exacerbations, increased use of health-care resources, and poor asthma control.


OBJECTIVES
Our study examined not only the association of asthma diagnosis with symptoms of depression/anxiety and asthma control at baseline, but also over a 6-month period of specialist supervision.


METHODS
We enrolled 3,182 patients with moderate-severe asthma. All were evaluated with spirometry, ACT, and HADS (Hospital Anxiety and Depression Scale) at baseline and at 6 months. Treatments were decided by specialists according to published guidelines.


RESULTS
At baseline, 24.2% and 12% of patients were diagnosed with anxiety and depression, respectively, according to HADS. After 6 months, anxiety and depression improved, affecting 15.3% and 8.1% of patients, respectively (p<0.001); mean FEV1 and asthma control also improved (FEV1 from 81.6±20.9% to 86±20.8%; ACT from 15.8 ±4.7 to 19.4± 4.4; both p<0.001). Patients with anxiety and depression used significantly more health-care resources and had more exacerbations. A multivariate analysis showed that patients with anxiety, depression, and lower FEV1 (OR 0.20, 0.34, 0.62; p<.001, respectively) were independently associated with poor asthma control. A multiple linear regression analysis showed that anxiety had a nearly four-fold greater influence over asthma control than depression (0.326 / 0.85 = 4.075) CONCLUSIONS: Under standardized asthma care and after a specific visit with the specialist, patients present significant improvement in these psychological disorders and exhibit better asthma control and functional parameters.",29454162,2018,"Anxiety, depression, and asthma control: Changes after standardized treatment."
5932,"BACKGROUND
Studies have reliably identified an association between suicide attempts and executive functions such as decision making (DM) and inhibitory control (IC) in patients with mood disorders. As such, the present study aimed to investigate the association between inhibition, DM, impulsivity and the history of suicide attempts in individuals with bipolar (BD) or major depressive disorder (MDD), identifying which assessment instruments may be most strongly associated with suicide in clinical samples.


METHODS
The sample included 80 control subjects and two groups of patients with BD and MDD, matched by age and education (26 with a history of suicide attempts [MD+], and 26 with no such history [MD-]). Participants completed behavioral and self-report measures of DM and IC, which were compared between groups using ANCOVA, followed by logistic regression for patients with mood disorders only, and the presence or absence of a history of suicide as the outcome.


RESULTS
Cognitive performance did not differ between groups. The MD+ group showed significantly higher motor and attentional impulsivity on the BIS-11 than the MD- and control groups. A regression analysis containing these scores showed that motor impulsivity was the only significant predictor of a history of suicide (OR = 1.14; 95%CI 1.00-1.30).


CONCLUSIONS
Self-reported motor impulsivity was a significant predictor of suicide. These findings underscore the importance of self-report measures in neuropsychological assessment, and their contributions to the management and prognosis of patients with mood disorders. Lastly, they point to the role of impulsivity as a target for interventions and public policy on suicide prevention.",29454164,2018,Self-reported inhibition predicts history of suicide attempts in bipolar disorder and major depression.
5945,"INTRODUCTION
In the United States, the prevalence of tobacco use among sexual and gender minorities (SGM) is higher compared to their non-SGM counterparts. Tobacco harm perceptions have gone largely unexamined as a potential mechanism supporting disproportionate tobacco use among this population. The purpose of this study was to examine differences between SGM and non-SGM young adults in harm perceptions of various tobacco products and tobacco use behavior and whether low tobacco-related harm perceptions moderate the relationship between identifying as a SGM and tobacco use behavior.


METHODS
This study used data from Wave 10 of the Truth Initiative Young Adult Cohort Study, a sample of U.S. young adults (ages 18-34). Data were collected from September to October 2016 and the study sample included 3089 individuals. Demographics, past 30-day use of cigarettes, little cigars/cigarillos/bidis and electronic cigarettes were assessed. Absolute and relative harm perceptions of these products were also examined.


RESULTS
Identifying as a SGM and low tobacco harm perceptions were found to be positively associated with past 30-day tobacco use. There was no interaction between SGM status and harm perceptions on past 30-day tobacco use CONCLUSIONS: Findings confirm that SGM young adults continue to disproportionately use tobacco products, compared to non-SGM young adults. More research is needed to understand moderators of the relationship between SGM status and tobacco use in young adults.",29454177,2018,Tobacco harm perceptions and use among sexual and gender minorities: findings from a national sample of young adults in the United States.
5959,"Here we report the design, synthesis, and molecular modeling of new potent and selective imidazole-based HO-1 inhibitors in which the imidazole nucleus and the hydrophobic groups are linked by a phenylethanolic spacer. Most of the tested compounds showed a good inhibitor activity with IC50 values in the low micromolar range, with two of them (1b and 1j) exhibiting also high selectivity toward HO-2. These results were obtained by the idea of potholing the entire volume of the principal hydrophobic western region with an appropriate ligand volume. Molecular modeling studies showed that these molecules bind to the HO-1 in the consolidated fashion where the imidazolyl moiety coordinates the heme iron while the aromatic groups are stabilized by hydrophobic interaction in the western region of the binding pocket. Finally, the synthesized compounds were analyzed for in silico ADME-Tox properties to establish oral drug-like behavior and showed satisfactory results.",29454190,2018,Potholing of the hydrophobic heme oxygenase-1 western region for the search of potent and selective imidazole-based inhibitors.
5962,"PURPOSE
This study is intended to provide an overview of diagnostic and treatment services for patients with psychogenic nonepileptic seizures (PNES) across China.


METHODS
Using a questionnaire devised by the PNES Task Force of Neuropsychiatry Commission of the International League Against Epilepsy (ILAE), we conducted a survey among Chinese health professionals at the Sixth Advanced International Course: Clinical Epileptology. Descriptive analyses were performed.


RESULTS
Responses from 102 eligible clinicians were analysed. Responses were received from urban areas in 20 provinces/municipalities around China. Most respondents were neurologists. The results showed that hospitals in urban China were mostly well-equipped, and that health professionals' understanding of PNES largely reflected current international expert opinion. However, many of the participants would not actually make the diagnosis, and most provided neither follow-up nor treatment (especially psychotherapy) for patients with PNES. Only about one third of the patients diagnosed with PNES were estimated to receive at least one appointment for psychological treatment. In the opinion of the respondents, tacit trauma (neglect and stress) play an important role in the development of PNES. The main obstacles to patients with PNES accessing health services for their condition were thought to be lack of knowledge or awareness among health professionals, patients and society.


CONCLUSION
Despite good access to equipment, diagnostic and treatment services for patients with PNES in China are currently deficient. Education programs about PNES with different target groups, and more effective referral and social security systems emerge as particular development needs from this survey.",29454194,2018,Diagnostic and treatment services for patients with Psychogenic Nonepileptic Seizures (PNES): A survey of health professionals in urban China.
5965,"BACKGROUND
Human immunodeficiency virus (HIV) infection is associated with chronic immune activation, and concurrent sexually transmitted infections (STIs) may increase immune activation.


OBJECTIVES
Because HIV-infected youth are at high risk of STIs and little is known about the impact of STIs on immune activation in HIV-infected youth, we conducted an exploratory study examining the association between STIs and systemic inflammation and immune activation among HIV-infected adolescents.


STUDY DESIGN
Forty-nine behaviorally infected U.S. youth ages 18-24 years with baseline CD4+ T-cells >350 who maintained viral suppression on therapy by week 48 were included. Evaluation for STIs (herpes simplex virus [HSV], Chlamydia trachomatis, syphilis, Neisseria gonorrhoeae) was conducted as standard of care and reported on case report forms. Measures of T-cell subsets, systemic immune activation, and soluble factors were examined at week 48 for differences between participants with an STI diagnosis during the 48 weeks compared to those without an STI.


RESULTS
Forty-three participants (88%) were male; 57% had baseline CD4+ T-cell counts >500 cells/mm3. Eighteen youth were reported to have ≥1 STI. At week 48, participants with STIs demonstrated lower CD4+ T-cell counts (any STI vs. no STI, p = 0.024; HSV vs. no STI, p = 0.022) and evidence of increased systemic immune activation, including higher CD57 intensity, higher HLA-DR intensity, and lower CD28 percentage, when compared to those without STIs. There were no differences in soluble factors between STI groups.


CONCLUSIONS
Results indicate novel activation of CD4+ T-cells among HIV-infected youth who have STIs other than HSV, which may contribute to disease progression.",29454196,2018,Sexually transmitted infections and immune activation among HIV-infected but virally suppressed youth on antiretroviral therapy.
6008,"Current traffic law enforcement places an emphasis on reducing accident risk from human factors such as drunk driving and speeding. Among the various strategies implemented, demerit points and license sanction systems have been widely used as punitive and educational measures. Limitations, however, exist in previous studies in terms of estimating the interaction effects of demerit points and license sanctions. To overcome such limitations, this work focused on identifying the interaction effects of demerit points and license sanctions on driver traffic violation behavior. The interaction deterrent effects were assessed by using a Cox's proportional hazard model to provide a more accurate and unbiased estimation. For this purpose, five years of driver conviction data was obtained from the Korea National Police Agency (KNPA). This data included personal characteristics, demerit point accumulation and license sanction status. The analysis showed that accumulated demerit points had specific deterrent effects. Additionally, license revocation showed consistent and significant deterrent effects, greater than those for suspension. Male drivers under their 30s holding a motorcycle license were identified as the most violation-prone driver group, suggesting that stricter testing for the acquisition of a motorcycle driver's license is needed.",29454240,2018,Deterrent effects of demerit points and license sanctions on drivers' traffic law violations using a proportional hazard model.
6009,"OBJECTIVE
To estimate the prevalence of frailty in older adults in the IMIAS population, to examine associations between lifelong domestic violence and frailty and possible pathways to explain these associations.


METHODS
A cross-sectional study with 2002 men and women in the International Mobility in Aging Study, aged between 65 and 74 years old living in five cities of Tirana (Albania), Natal (Brazil), Kingston and Saint-Hyacinthe (Canada), and Manizales (Colombia). Domestic physical and psychological violence by family and intimate partner was assessed by the Hurt, Insult, Threaten and Scream (HITS) scale. Fried's phenotype was adopted to define frailty. Logistic regressions were fitted to estimate between frailty and lifelong violence. Mediation analyses using the Preacher and Hayes method was used to examine potential health pathways.


RESULTS
Frailty prevalence varies across cities, being lowest in Saint-Hyacinthe and Kingston, and highest in women in Natal. Women had a higher prevalence in Tirana and Natal. Adjusting for age, sex, education and research city, those reporting childhood physical abuse (CPA) had higher odds of frailty (OR = 1.68; 95% CI: 1.01; 2.78); those who had been exposed to psychological violence by their intimate partner had also higher odds of frailty (OR = 2.07; 95% CI: 1.37; 3.12). CPA effect on frailty was totally mediated by chronic conditions and depression symptoms. Effects of psychological violence by intimate partner were partially mediated by chronic conditions and depression symptoms.


CONCLUSIONS
Childhood physical abuse and psychological violence during adulthood leave marks on life trajectory, being conducive to adverse health outcomes and frailty in old age.",29454241,2018,Frailty and life course violence: The international mobility in aging study.
6019,"Electron bombardment during deposition of an Ar matrix containing a small proportion of allene generated allene cations. Further irradiation of the matrix sample at 385 nm destroyed the allene cations and formed propyne cations in solid Ar. Both cations were identified according to previously reported IR absorption bands. Using a similar technique, we recorded the ultraviolet absorption spectrum of allene cations in solid Ar. The vibrationally resolved progression recorded in the range of 266-237 nm with intervals of about 800 cm-1 was assigned to the A2E ← X2E transition of allene cations, and the broad continuum absorption recorded in the region of 229-214 nm was assigned to their B2A1 ← X2E transition. These assignments were made based on the observed photolytic behavior of the progressions and the vertical excitation energies and oscillator strengths calculated using time-dependent density functional theory.",29454251,2018,UV absorption spectrum of allene radical cations in solid argon.
6023,"PURPOSE
This was a phase-II, randomized, double-blind (DB), placebo-controlled study aimed to evaluate neurocognitive effects of eslicarbazepine acetate (ESL) as adjunctive therapy in pediatric patients with refractory focal-onset seizures (FOS).


METHODS
Children (6-16years old) with FOS were randomized (2:1) to ESL or placebo. Treatment started at 10mg/kg/day, was up-titrated up to 30mg/kg/day (target dose), and maintained for 8weeks, followed by one-year open-label follow-up. The primary endpoint was change from baseline to the end of maintenance period in the composite Power of Attention assessed with the Cognitive Drug Research (CDR) system. Behavioral and emotional functioning and quality of life (QOL), secondary endpoints, were assessed with Child Health Questionnaire-Parent Form 50 (CHQ-PF50), Child Behavior Checklist (CBCL), and Raven's Standard Progressive Matrices (SPM). Efficacy was evaluated through changes in standardized seizure frequency (SF), responder rate, and proportion of seizure-free patients. Safety was evaluated by the incidence of treatment-emergent adverse events (TEAEs).


RESULTS
One hundred and twenty-three patients were randomized. A noninferiority analysis failed to reject the null hypothesis that the change from baseline in the Power of Attention score in the ESL group was at least 121ms inferior to the placebo group for all age groups. The CDR scores showed no differences between placebo and ESL in Power of Attention (1868.0 vs 1759.5), Continuity of Attention (1.136 vs -1.786), Quality of Working Memory (-0.023 vs -0.024), and Speed of Memory (-263.4 vs -249.6). Nonsignificant differences between placebo and ESL were seen for CHQ-PF50, CBCL scores, and Raven's SPM. Episodic Memory Index showed significant negative effect on ESL. Efficacy results favored the ESL group (SF least square [LS] means 1.98 vs 4.29). The TEAEs had a similar incidence between treatment groups (41.0% vs 47.5%).


CONCLUSIONS
Overall ESL did not produce statistically significant effects on neurocognitive and behavioral functioning in patients with epilepsy aged 6 to 16years. Additionally, ESL was effective in reducing seizure frequency and was well-tolerated.",29454255,2018,Effects of adjunctive eslicarbazepine acetate on neurocognitive functioning in children with refractory focal-onset seizures.
